o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority
4361,841,P,70316.6,1997-05-15,5-LOW
4362,126,P,71716.08,1998-01-16,4-NOT SPECIFIED
4363,100,P,60170.49,1996-04-15,1-URGENT
4364,558,O,88117.53,1993-09-11,3-MEDIUM
4365,84,P,76193.09,1992-12-02,3-MEDIUM
4366,403,F,75196.23,1998-10-25,2-HIGH
4367,882,F,13493.64,1994-08-27,1-URGENT
4368,185,F,41125.6,1998-06-02,1-URGENT
4369,647,O,76788.3,1998-09-10,1-URGENT
4370,474,O,66399.21,1993-07-16,1-URGENT
4371,271,F,72471.58,1995-09-01,5-LOW
4372,253,O,40671.1,1995-09-10,3-MEDIUM
4373,638,P,29978.79,1994-08-28,4-NOT SPECIFIED
4374,838,F,17806.04,1994-04-27,4-NOT SPECIFIED
4375,993,P,77404.59,1998-08-14,2-HIGH
4376,894,P,45600.37,1997-11-07,2-HIGH
4377,209,P,79544.41,1994-12-06,1-URGENT
4378,730,P,6098.56,1996-11-14,4-NOT SPECIFIED
4379,817,F,81802.04,1996-04-03,3-MEDIUM
4380,184,P,29124.13,1992-07-06,2-HIGH
4381,328,F,38843.08,1993-09-12,4-NOT SPECIFIED
4382,278,P,50509.73,1996-05-28,1-URGENT
4383,278,F,41933.36,1994-10-07,1-URGENT
4384,826,F,12814.11,1997-04-18,1-URGENT
4385,200,P,19466.59,1993-10-28,4-NOT SPECIFIED
4386,915,O,52623.51,1996-05-24,2-HIGH
4387,643,O,86541.77,1998-09-19,2-HIGH
4388,934,P,32045.83,1996-03-15,5-LOW
4389,336,F,22272.49,1993-08-16,4-NOT SPECIFIED
4390,864,P,98951.09,1992-04-10,3-MEDIUM
4391,751,O,91193.37,1997-07-04,1-URGENT
4392,449,P,53580.51,1998-06-18,5-LOW
4393,803,P,16301.87,1998-07-22,3-MEDIUM
4394,292,F,89008.55,1992-11-21,3-MEDIUM
4395,7,P,89404.52,1992-10-18,3-MEDIUM
4396,432,F,32010.91,1994-08-27,3-MEDIUM
4397,604,F,42505.75,1994-05-25,1-URGENT
4398,169,F,82490.59,1995-11-22,2-HIGH
4399,248,O,43930.88,1992-06-04,2-HIGH
4400,949,P,68585.99,1992-01-06,4-NOT SPECIFIED
4401,772,F,86946.6,1992-12-27,3-MEDIUM
4402,931,F,2899.75,1995-08-16,1-URGENT
4403,37,O,35927.5,1994-06-05,4-NOT SPECIFIED
4404,714,P,20657.82,1993-02-18,2-HIGH
4405,11,P,58765.69,1993-09-22,5-LOW
4406,830,F,96466.77,1993-07-08,4-NOT SPECIFIED
4407,798,P,14734.17,1992-06-16,5-LOW
4408,916,P,11022.26,1992-06-02,3-MEDIUM
4409,271,O,63615.02,1996-05-23,2-HIGH
4410,614,O,11156.67,1992-11-14,3-MEDIUM
4411,791,O,42805.58,1994-08-06,3-MEDIUM
4412,532,O,61195.32,1998-02-16,1-URGENT
4413,922,P,50224.6,1992-05-02,5-LOW
4414,574,P,62097.33,1994-11-23,1-URGENT
4415,320,O,54671.67,1992-02-03,1-URGENT
4416,819,O,13969.47,1992-03-05,3-MEDIUM
4417,814,P,70152.58,1993-04-15,4-NOT SPECIFIED
4418,563,P,46850.49,1998-07-11,2-HIGH
4419,657,F,57999.11,1995-08-05,1-URGENT
4420,453,O,33741.59,1997-09-09,2-HIGH
4421,883,O,8839.07,1993-11-03,2-HIGH
4422,139,O,50674.58,1995-06-04,4-NOT SPECIFIED
4423,397,P,79032.97,1998-08-10,2-HIGH
4424,468,F,85048.15,1993-02-17,5-LOW
4425,924,O,58404.88,1998-08-27,4-NOT SPECIFIED
4426,829,F,58376.69,1994-04-02,5-LOW
4427,807,P,45686.22,1995-11-07,4-NOT SPECIFIED
4428,713,P,8262.15,1998-07-11,1-URGENT
4429,236,F,61607.59,1995-03-07,1-URGENT
4430,484,O,1419.63,1993-07-11,3-MEDIUM
4431,335,F,61352.67,1998-07-24,3-MEDIUM
4432,406,O,59516.3,1998-04-13,5-LOW
4433,544,P,58495.08,1995-05-15,2-HIGH
4434,894,F,22008.42,1998-12-10,4-NOT SPECIFIED
4435,259,F,54393.63,1994-10-13,3-MEDIUM
4436,458,F,94036.02,1997-04-09,3-MEDIUM
4437,240,F,98001.49,1994-11-07,2-HIGH
4438,17,O,19142.88,1994-11-09,4-NOT SPECIFIED
4439,837,O,74228.0,1993-08-11,3-MEDIUM
4440,79,O,67137.82,1995-12-11,3-MEDIUM
4441,679,P,30721.59,1995-01-26,5-LOW
4442,996,P,54456.17,1997-05-18,5-LOW
4443,798,O,37887.09,1995-01-10,2-HIGH
4444,850,O,24348.75,1992-12-19,5-LOW
4445,345,O,12484.2,1995-01-22,1-URGENT
4446,536,P,38696.88,1996-04-03,4-NOT SPECIFIED
4447,569,F,98816.85,1996-05-14,4-NOT SPECIFIED
4448,248,O,98222.89,1996-10-21,5-LOW
4449,282,P,22612.36,1993-11-18,2-HIGH
4450,193,P,20329.41,1996-04-22,1-URGENT
4451,506,F,53480.32,1997-10-13,5-LOW
4452,775,P,10646.43,1998-09-19,3-MEDIUM
4453,241,O,14976.52,1994-12-20,1-URGENT
4454,528,P,80732.87,1994-11-14,3-MEDIUM
4455,943,O,57345.8,1992-04-04,5-LOW
4456,847,F,40275.83,1992-11-06,3-MEDIUM
4457,138,O,54160.65,1992-12-24,1-URGENT
4458,729,P,64697.08,1998-07-28,2-HIGH
4459,662,O,86062.11,1994-10-12,5-LOW
4460,823,O,14231.17,1995-02-18,1-URGENT
4461,658,P,3358.68,1996-08-11,3-MEDIUM
4462,572,F,91489.82,1995-01-21,5-LOW
4463,769,F,18882.98,1993-12-19,4-NOT SPECIFIED
4464,444,P,40132.86,1994-09-19,4-NOT SPECIFIED
4465,290,P,76140.47,1996-02-25,3-MEDIUM
4466,791,P,35624.73,1992-01-03,5-LOW
4467,529,P,36093.05,1992-01-22,4-NOT SPECIFIED
4468,954,P,8872.87,1992-01-03,5-LOW
4469,797,P,92345.65,1993-05-06,4-NOT SPECIFIED
4470,440,F,18588.13,1994-03-24,2-HIGH
4471,381,P,90857.93,1992-11-07,4-NOT SPECIFIED
4472,247,P,17396.01,1995-12-22,2-HIGH
4473,205,O,44542.72,1994-01-04,2-HIGH
4474,16,O,77350.53,1997-08-24,5-LOW
4475,431,O,21701.2,1997-09-14,1-URGENT
4476,555,O,8352.54,1995-08-07,3-MEDIUM
4477,208,O,91865.49,1998-10-19,1-URGENT
4478,116,P,79446.96,1994-09-25,2-HIGH
4479,204,O,57275.61,1995-04-05,1-URGENT
4480,422,O,67132.34,1997-11-11,1-URGENT
4481,665,P,16608.65,1994-07-24,4-NOT SPECIFIED
4482,834,P,42136.53,1993-04-20,1-URGENT
4483,791,F,29164.36,1996-06-07,5-LOW
4484,800,P,92490.8,1996-06-14,4-NOT SPECIFIED
4485,987,O,26094.67,1993-09-13,2-HIGH
4486,804,P,92010.62,1992-01-05,3-MEDIUM
4487,662,P,79426.36,1997-03-16,4-NOT SPECIFIED
4488,280,F,71746.85,1995-12-18,4-NOT SPECIFIED
4489,144,P,63682.46,1994-10-25,3-MEDIUM
4490,337,P,23975.85,1997-12-28,2-HIGH
4491,35,O,3287.46,1995-11-14,5-LOW
4492,821,O,4368.43,1998-06-21,4-NOT SPECIFIED
4493,934,F,40105.86,1995-06-15,5-LOW
4494,45,O,52125.91,1996-06-17,4-NOT SPECIFIED
4495,13,O,48780.47,1996-07-20,5-LOW
4496,298,O,6841.22,1995-02-12,4-NOT SPECIFIED
4497,3,O,44567.33,1996-03-14,5-LOW
4498,114,O,86837.27,1994-10-11,4-NOT SPECIFIED
4499,763,F,32478.95,1997-08-26,5-LOW
4500,630,P,61329.7,1997-01-14,4-NOT SPECIFIED
4501,150,O,17986.61,1995-03-16,3-MEDIUM
4502,410,P,59969.62,1993-04-01,3-MEDIUM
4503,932,O,75606.84,1995-04-21,5-LOW
4504,130,O,20016.24,1993-02-21,4-NOT SPECIFIED
4505,927,F,4234.77,1998-09-28,3-MEDIUM
4506,557,P,71611.6,1992-12-27,5-LOW
4507,758,P,70952.68,1994-06-27,3-MEDIUM
4508,176,P,96518.57,1993-12-08,3-MEDIUM
4509,746,O,75459.72,1997-01-09,5-LOW
4510,116,O,10377.77,1995-01-19,2-HIGH
4511,739,P,17891.37,1997-12-25,3-MEDIUM
4512,337,O,1292.0,1997-02-03,4-NOT SPECIFIED
4513,944,P,71959.48,1992-11-20,1-URGENT
4514,436,O,31949.28,1994-08-09,3-MEDIUM
4515,91,O,9555.82,1996-09-20,2-HIGH
4516,646,F,78290.33,1995-05-18,2-HIGH
4517,108,F,47995.8,1996-03-11,3-MEDIUM
4518,685,F,1677.12,1993-09-10,3-MEDIUM
4519,22,P,38794.07,1995-01-28,1-URGENT
4520,92,O,68394.95,1996-09-21,1-URGENT
4521,939,P,90181.03,1996-05-13,3-MEDIUM
4522,81,O,2005.28,1997-12-06,2-HIGH
4523,660,P,30174.88,1994-07-03,1-URGENT
4524,239,P,30748.98,1998-05-01,3-MEDIUM
4525,256,O,62793.94,1993-02-05,5-LOW
4526,741,P,94066.87,1994-04-01,4-NOT SPECIFIED
4527,438,F,72903.94,1998-12-25,3-MEDIUM
4528,791,F,15960.47,1998-04-22,2-HIGH
4529,303,F,69326.95,1996-02-04,2-HIGH
4530,866,O,54904.61,1998-06-23,3-MEDIUM
4531,352,P,31921.54,1993-01-21,2-HIGH
4532,142,O,41527.72,1995-06-04,5-LOW
4533,473,O,24946.0,1994-05-26,2-HIGH
4534,183,O,34452.15,1998-07-03,2-HIGH
4535,845,O,59968.59,1996-03-19,1-URGENT
4536,427,F,28723.21,1996-08-09,5-LOW
4537,144,F,38287.55,1995-09-16,1-URGENT
4538,286,O,91238.25,1998-07-24,1-URGENT
4539,362,F,60500.35,1996-06-06,3-MEDIUM
4540,217,O,1727.33,1992-01-05,4-NOT SPECIFIED
4541,51,P,21222.32,1993-10-09,4-NOT SPECIFIED
4542,672,O,20737.81,1994-10-24,1-URGENT
4543,551,F,63886.69,1993-02-17,5-LOW
4544,826,P,10393.4,1993-10-10,4-NOT SPECIFIED
4545,393,P,64613.6,1992-04-10,4-NOT SPECIFIED
4546,626,O,62498.11,1992-11-27,2-HIGH
4547,553,F,34368.55,1996-08-20,3-MEDIUM
4548,684,F,4310.62,1996-10-04,1-URGENT
4549,517,P,10839.04,1996-05-14,4-NOT SPECIFIED
4550,461,O,98832.18,1993-07-07,4-NOT SPECIFIED
4551,75,P,96290.86,1995-02-12,2-HIGH
4552,753,O,73118.47,1992-11-13,1-URGENT
4553,623,O,54960.33,1997-09-26,4-NOT SPECIFIED
4554,720,F,9108.21,1996-05-06,3-MEDIUM
4555,145,O,85176.32,1995-02-06,5-LOW
4556,262,O,34910.57,1995-11-26,4-NOT SPECIFIED
4557,187,P,16960.74,1998-03-03,2-HIGH
4558,754,P,53689.61,1995-12-11,5-LOW
4559,926,O,58793.97,1995-04-12,1-URGENT
4560,221,F,59572.93,1992-10-19,3-MEDIUM
4561,98,F,77070.68,1992-06-09,2-HIGH
4562,522,F,86910.33,1998-05-16,4-NOT SPECIFIED
4563,197,P,84054.58,1995-09-23,3-MEDIUM
4564,380,O,36883.5,1994-05-18,2-HIGH
4565,289,F,95240.07,1995-12-15,2-HIGH
4566,863,F,77177.92,1998-04-05,1-URGENT
4567,688,F,63459.45,1997-05-27,3-MEDIUM
4568,241,P,22095.98,1992-01-11,3-MEDIUM
4569,423,O,91143.7,1998-03-26,3-MEDIUM
4570,590,F,36321.83,1992-06-17,3-MEDIUM
4571,620,P,94171.98,1996-04-09,5-LOW
4572,416,P,43690.32,1992-08-20,5-LOW
4573,428,F,49579.67,1997-03-06,4-NOT SPECIFIED
4574,110,F,44579.76,1992-04-18,3-MEDIUM
4575,862,F,73220.49,1992-11-20,5-LOW
4576,114,O,63649.55,1995-07-08,4-NOT SPECIFIED
4577,653,F,2966.73,1994-06-13,2-HIGH
4578,512,O,46907.64,1994-11-08,3-MEDIUM
4579,420,F,66611.62,1994-06-21,4-NOT SPECIFIED
4580,709,P,70257.71,1994-12-10,2-HIGH
4581,111,F,54611.04,1997-07-07,2-HIGH
4582,619,P,55191.87,1996-01-13,3-MEDIUM
4583,843,O,22564.0,1997-02-04,1-URGENT
4584,80,F,36917.32,1998-02-02,1-URGENT
4585,588,F,35510.34,1993-09-25,3-MEDIUM
4586,967,F,32185.65,1993-05-03,3-MEDIUM
4587,605,F,62199.8,1992-09-18,3-MEDIUM
4588,564,O,3843.8,1992-10-14,3-MEDIUM
4589,858,P,71561.44,1997-12-12,2-HIGH
4590,507,O,44841.54,1997-12-11,2-HIGH
4591,16,P,47489.88,1992-02-25,5-LOW
4592,487,O,59854.05,1995-06-08,4-NOT SPECIFIED
4593,118,P,31020.9,1995-04-23,4-NOT SPECIFIED
4594,988,P,69149.25,1997-11-24,1-URGENT
4595,120,P,78108.67,1998-12-09,4-NOT SPECIFIED
4596,222,O,93059.09,1993-03-16,3-MEDIUM
4597,46,F,55684.02,1995-08-07,4-NOT SPECIFIED
4598,658,O,80229.86,1996-04-23,1-URGENT
4599,106,O,31222.92,1997-12-28,4-NOT SPECIFIED
4600,938,O,24827.59,1992-10-17,2-HIGH
4601,210,P,91804.32,1995-12-07,3-MEDIUM
4602,938,F,81040.67,1998-06-21,2-HIGH
4603,226,F,78366.16,1994-01-05,3-MEDIUM
4604,387,F,30427.55,1998-04-03,5-LOW
4605,225,F,96267.16,1993-04-09,4-NOT SPECIFIED
4606,857,F,91392.57,1994-06-11,2-HIGH
4607,955,F,81750.68,1993-05-17,3-MEDIUM
4608,49,O,28092.14,1992-03-22,1-URGENT
4609,589,O,83274.29,1998-02-17,4-NOT SPECIFIED
4610,335,O,57256.57,1994-08-17,5-LOW
4611,963,F,73344.76,1995-09-09,3-MEDIUM
4612,988,O,14810.4,1995-09-09,5-LOW
4613,575,P,95786.0,1995-03-07,3-MEDIUM
4614,65,O,40948.7,1992-08-24,2-HIGH
4615,713,F,39176.24,1993-05-12,3-MEDIUM
4616,117,F,3556.14,1995-05-12,2-HIGH
4617,488,O,67976.69,1996-11-08,3-MEDIUM
4618,892,O,87875.19,1998-07-02,1-URGENT
4619,472,P,10545.47,1998-05-01,5-LOW
4620,97,O,10246.45,1992-04-28,2-HIGH
4621,504,F,55866.29,1998-02-28,1-URGENT
4622,831,F,87806.03,1997-12-19,2-HIGH
4623,554,F,43517.57,1997-04-10,2-HIGH
4624,567,O,34478.29,1995-11-21,5-LOW
4625,139,P,80510.79,1995-07-25,2-HIGH
4626,334,O,57634.67,1997-05-28,2-HIGH
4627,821,O,22096.96,1994-06-10,5-LOW
4628,47,P,78561.93,1992-01-10,3-MEDIUM
4629,66,F,14599.42,1992-01-28,5-LOW
4630,495,P,6843.25,1997-09-20,5-LOW
4631,675,P,36467.87,1996-02-17,5-LOW
4632,442,P,79512.39,1994-05-02,5-LOW
4633,312,P,98719.12,1996-10-23,1-URGENT
4634,703,P,80512.52,1997-04-21,4-NOT SPECIFIED
4635,55,F,57901.75,1995-12-20,5-LOW
4636,548,F,17355.87,1993-09-28,5-LOW
4637,485,F,62622.17,1995-11-26,2-HIGH
4638,750,F,7446.17,1993-04-23,4-NOT SPECIFIED
4639,974,P,25835.23,1995-02-27,4-NOT SPECIFIED
4640,742,O,27608.22,1992-06-17,2-HIGH
4641,286,P,63729.02,1998-06-26,4-NOT SPECIFIED
4642,34,F,62528.7,1993-09-12,2-HIGH
4643,300,P,29286.34,1995-03-06,1-URGENT
4644,762,P,83737.29,1995-07-27,1-URGENT
4645,727,F,53160.97,1994-06-10,5-LOW
4646,487,F,29498.54,1993-08-21,5-LOW
4647,271,O,95238.99,1997-03-07,2-HIGH
4648,625,P,32731.95,1997-10-14,4-NOT SPECIFIED
4649,867,F,86922.87,1993-01-24,3-MEDIUM
4650,679,F,51005.25,1992-07-05,2-HIGH
4651,381,P,81576.93,1997-07-14,4-NOT SPECIFIED
4652,791,O,69770.21,1996-07-18,5-LOW
4653,516,O,27435.83,1996-12-07,4-NOT SPECIFIED
4654,37,P,49731.03,1996-09-02,1-URGENT
4655,670,F,75529.05,1995-07-09,3-MEDIUM
4656,267,F,84530.04,1994-04-27,4-NOT SPECIFIED
4657,505,P,90661.13,1997-05-20,1-URGENT
4658,969,P,87706.85,1995-08-21,2-HIGH
4659,783,P,73571.75,1996-02-28,4-NOT SPECIFIED
4660,422,O,25040.46,1995-10-11,2-HIGH
4661,984,O,75246.98,1997-09-25,4-NOT SPECIFIED
4662,938,P,20613.39,1997-08-09,2-HIGH
4663,741,O,99229.67,1993-06-10,2-HIGH
4664,830,O,26196.46,1992-06-27,4-NOT SPECIFIED
4665,592,P,82133.27,1996-02-15,2-HIGH
4666,75,P,69296.91,1993-03-09,5-LOW
4667,936,F,72147.55,1996-06-10,4-NOT SPECIFIED
4668,585,O,75827.11,1996-04-08,1-URGENT
4669,400,P,9815.11,1996-03-08,2-HIGH
4670,915,P,2992.86,1995-04-09,4-NOT SPECIFIED
4671,736,F,66984.71,1996-02-25,5-LOW
4672,642,P,40656.67,1992-10-21,4-NOT SPECIFIED
4673,944,O,67529.4,1992-05-03,5-LOW
4674,705,O,20409.7,1995-12-16,3-MEDIUM
4675,994,O,10678.76,1997-07-09,2-HIGH
4676,614,F,12128.26,1998-01-04,4-NOT SPECIFIED
4677,177,F,96776.15,1997-02-13,1-URGENT
4678,60,O,91153.16,1994-02-13,1-URGENT
4679,803,P,57091.86,1996-05-27,1-URGENT
4680,952,O,40417.42,1995-02-11,2-HIGH
4681,839,O,5150.04,1993-03-04,5-LOW
4682,670,F,28372.93,1998-06-12,4-NOT SPECIFIED
4683,876,P,82553.68,1997-01-12,4-NOT SPECIFIED
4684,251,F,74100.6,1995-10-07,3-MEDIUM
4685,434,O,46868.21,1998-06-04,1-URGENT
4686,37,F,23332.49,1996-08-01,2-HIGH
4687,286,F,44025.56,1992-02-02,4-NOT SPECIFIED
4688,218,P,15690.9,1998-03-13,1-URGENT
4689,496,P,64812.95,1994-10-18,2-HIGH
4690,281,F,81012.61,1995-07-06,3-MEDIUM
4691,703,O,75538.12,1992-06-09,4-NOT SPECIFIED
4692,958,O,76226.67,1996-10-01,2-HIGH
4693,143,P,1689.98,1993-05-06,1-URGENT
4694,967,P,38290.22,1995-03-25,4-NOT SPECIFIED
4695,129,O,41083.84,1997-01-20,2-HIGH
4696,145,F,47022.04,1997-12-28,2-HIGH
4697,137,F,25759.43,1994-11-21,3-MEDIUM
4698,50,P,5218.71,1992-08-18,4-NOT SPECIFIED
4699,12,F,82566.02,1998-01-02,3-MEDIUM
4700,168,O,74262.51,1996-12-12,4-NOT SPECIFIED
4701,128,F,39676.48,1994-06-09,3-MEDIUM
4702,7,P,34967.29,1995-12-03,3-MEDIUM
4703,994,P,54072.75,1995-02-02,3-MEDIUM
4704,320,P,45887.12,1997-01-14,3-MEDIUM
4705,171,P,19026.66,1995-07-27,4-NOT SPECIFIED
4706,10,O,14342.31,1995-02-18,2-HIGH
4707,418,O,92586.87,1995-03-21,1-URGENT
4708,122,P,10847.75,1995-02-08,5-LOW
4709,939,O,43821.72,1996-01-01,2-HIGH
4710,69,F,56792.81,1994-08-10,3-MEDIUM
4711,33,F,42220.75,1998-02-12,5-LOW
4712,910,F,27209.5,1993-01-13,1-URGENT
4713,105,P,26955.18,1993-12-08,5-LOW
4714,536,F,5621.13,1997-08-11,2-HIGH
4715,257,F,33203.96,1993-03-27,1-URGENT
4716,299,O,75241.57,1992-03-19,1-URGENT
4717,482,O,12328.94,1998-12-06,5-LOW
4718,603,F,4000.13,1996-03-10,1-URGENT
4719,114,O,77947.01,1996-06-15,4-NOT SPECIFIED
4720,252,F,82622.44,1995-04-01,4-NOT SPECIFIED
4721,907,F,60969.44,1996-08-28,2-HIGH
4722,48,O,52072.39,1994-04-28,2-HIGH
4723,58,F,94391.56,1996-03-27,1-URGENT
4724,146,P,30998.57,1995-02-28,1-URGENT
4725,358,O,68711.66,1994-11-11,1-URGENT
4726,176,O,68942.36,1994-07-08,4-NOT SPECIFIED
4727,965,F,35178.99,1993-04-01,3-MEDIUM
4728,314,O,72689.98,1994-07-22,5-LOW
4729,448,P,4711.5,1998-05-13,1-URGENT
4730,193,F,75374.57,1994-08-13,5-LOW
4731,537,P,99462.25,1998-08-21,5-LOW
4732,277,P,37025.55,1997-02-15,2-HIGH
4733,96,P,30569.63,1998-01-19,5-LOW
4734,638,P,48728.08,1993-11-07,3-MEDIUM
4735,849,P,81152.14,1998-09-18,4-NOT SPECIFIED
4736,826,O,90548.4,1992-10-15,4-NOT SPECIFIED
4737,698,O,98976.74,1997-05-23,4-NOT SPECIFIED
4738,945,O,1278.34,1993-07-18,5-LOW
4739,1,F,57162.04,1992-06-25,1-URGENT
4740,634,O,41288.39,1995-12-18,4-NOT SPECIFIED
4741,746,P,7404.38,1998-01-21,2-HIGH
4742,878,F,1832.66,1992-12-17,3-MEDIUM
4743,420,O,67066.28,1997-08-03,4-NOT SPECIFIED
4744,460,P,44220.4,1993-01-11,3-MEDIUM
4745,945,O,64824.17,1993-01-04,2-HIGH
4746,660,P,57119.79,1993-02-08,2-HIGH
4747,605,O,48229.2,1992-02-20,5-LOW
4748,61,P,41778.77,1996-09-05,4-NOT SPECIFIED
4749,685,F,56347.84,1995-06-02,4-NOT SPECIFIED
4750,261,P,39726.39,1992-01-01,5-LOW
4751,111,F,46337.83,1993-08-14,2-HIGH
4752,421,P,67867.32,1996-01-04,1-URGENT
4753,454,O,17341.83,1995-05-06,1-URGENT
4754,478,P,53590.6,1998-09-01,3-MEDIUM
4755,846,O,42164.1,1993-04-15,4-NOT SPECIFIED
4756,891,P,65864.22,1997-03-20,5-LOW
4757,869,F,66384.19,1996-10-18,3-MEDIUM
4758,229,F,57923.32,1997-01-04,5-LOW
4759,396,F,38164.41,1997-07-06,4-NOT SPECIFIED
4760,182,O,73763.62,1992-08-18,5-LOW
4761,381,F,80897.87,1996-12-12,2-HIGH
4762,908,O,22857.12,1996-05-06,4-NOT SPECIFIED
4763,758,O,7123.04,1997-09-04,1-URGENT
4764,39,O,15032.17,1994-09-26,4-NOT SPECIFIED
4765,798,F,92714.94,1993-02-12,2-HIGH
4766,805,F,24629.99,1993-01-06,3-MEDIUM
4767,877,O,28789.04,1997-05-04,3-MEDIUM
4768,848,O,54539.38,1997-03-12,2-HIGH
4769,820,F,77355.99,1998-04-27,5-LOW
4770,563,O,15608.58,1992-04-16,3-MEDIUM
4771,73,P,72748.28,1998-06-15,4-NOT SPECIFIED
4772,195,O,34126.43,1993-07-05,5-LOW
4773,243,O,72970.77,1996-11-27,2-HIGH
4774,421,F,51572.69,1992-05-14,3-MEDIUM
4775,748,O,24255.77,1996-04-10,1-URGENT
4776,631,F,46038.43,1993-03-16,3-MEDIUM
4777,889,F,38350.07,1996-06-08,4-NOT SPECIFIED
4778,186,P,80340.22,1998-07-26,3-MEDIUM
4779,59,O,63802.3,1996-02-15,1-URGENT
4780,818,O,90093.48,1997-11-07,4-NOT SPECIFIED
4781,441,F,62245.02,1993-01-22,2-HIGH
4782,850,P,62701.3,1993-06-18,5-LOW
4783,431,P,91957.03,1997-09-23,4-NOT SPECIFIED
4784,273,P,50088.77,1994-10-01,2-HIGH
4785,175,O,77939.23,1993-12-11,1-URGENT
4786,457,F,70183.68,1997-11-19,2-HIGH
4787,153,P,79645.2,1996-03-21,3-MEDIUM
4788,241,P,10026.72,1994-12-02,5-LOW
4789,334,P,52598.29,1996-02-24,5-LOW
4790,856,O,30699.71,1993-10-02,4-NOT SPECIFIED
4791,588,F,36833.94,1998-09-24,3-MEDIUM
4792,561,O,34813.18,1994-12-04,4-NOT SPECIFIED
4793,94,F,39042.12,1996-10-10,1-URGENT
4794,653,F,13071.05,1994-10-18,2-HIGH
4795,139,P,56749.63,1993-02-21,5-LOW
4796,10,F,81156.86,1997-05-13,2-HIGH
4797,536,O,47832.92,1997-02-24,2-HIGH
4798,371,F,61737.44,1996-07-23,5-LOW
4799,28,O,27227.68,1994-11-12,2-HIGH
4800,502,P,85439.88,1992-04-13,2-HIGH
4801,707,P,44456.11,1994-04-05,5-LOW
4802,29,F,39669.41,1998-09-10,5-LOW
4803,117,F,18556.52,1998-11-14,2-HIGH
4804,87,O,9390.96,1997-10-28,2-HIGH
4805,302,O,95471.39,1992-12-01,1-URGENT
4806,819,O,24497.49,1993-10-16,2-HIGH
4807,513,O,13300.99,1995-01-22,3-MEDIUM
4808,991,O,48599.33,1998-10-16,5-LOW
4809,817,O,12464.58,1998-01-03,2-HIGH
4810,361,O,2787.52,1994-01-02,2-HIGH
4811,888,P,56730.15,1996-11-22,5-LOW
4812,637,F,62797.58,1997-12-23,4-NOT SPECIFIED
4813,533,P,18760.93,1997-02-25,5-LOW
4814,56,P,70813.44,1998-09-04,1-URGENT
4815,118,P,25860.3,1993-08-28,4-NOT SPECIFIED
4816,643,O,2409.06,1996-06-12,2-HIGH
4817,547,P,52972.69,1997-06-04,1-URGENT
4818,909,F,72738.87,1993-08-15,1-URGENT
4819,541,F,28322.51,1992-01-19,3-MEDIUM
4820,741,O,60827.34,1996-02-14,2-HIGH
4821,506,P,87603.24,1997-05-07,5-LOW
4822,723,O,9472.58,1997-11-24,1-URGENT
4823,268,O,29909.12,1993-09-22,1-URGENT
4824,724,F,57150.19,1997-02-27,2-HIGH
4825,627,P,47438.96,1993-10-25,1-URGENT
4826,456,F,51279.13,1994-05-23,3-MEDIUM
4827,796,P,15244.24,1992-05-02,1-URGENT
4828,238,O,22434.39,1996-08-19,3-MEDIUM
4829,962,O,98568.34,1997-12-23,4-NOT SPECIFIED
4830,78,F,11923.65,1995-10-17,5-LOW
4831,678,P,28195.38,1995-12-04,4-NOT SPECIFIED
4832,924,O,41641.1,1994-07-20,3-MEDIUM
4833,463,P,6813.56,1995-03-13,4-NOT SPECIFIED
4834,6,O,49359.81,1997-12-11,5-LOW
4835,846,O,64247.05,1995-10-06,4-NOT SPECIFIED
4836,873,O,21564.66,1997-08-15,3-MEDIUM
4837,46,P,86661.82,1994-01-28,2-HIGH
4838,406,O,63701.17,1994-12-22,4-NOT SPECIFIED
4839,326,P,13479.97,1995-12-06,3-MEDIUM
4840,196,O,84542.84,1995-05-03,2-HIGH
4841,63,O,40074.17,1994-06-15,1-URGENT
4842,97,F,56561.8,1998-03-12,1-URGENT
4843,593,P,72355.21,1995-11-14,5-LOW
4844,94,P,49282.71,1995-01-28,4-NOT SPECIFIED
4845,262,O,33924.69,1997-07-26,5-LOW
4846,246,F,20842.5,1995-09-05,4-NOT SPECIFIED
4847,971,O,43469.85,1996-02-26,4-NOT SPECIFIED
4848,979,P,14476.15,1992-02-22,3-MEDIUM
4849,904,P,12437.28,1997-02-18,2-HIGH
4850,236,P,54680.9,1994-09-10,4-NOT SPECIFIED
4851,724,O,87334.01,1993-03-01,1-URGENT
4852,168,F,45490.07,1997-03-02,3-MEDIUM
4853,925,F,62240.65,1995-01-08,1-URGENT
4854,348,P,19147.28,1998-07-06,1-URGENT
4855,975,P,34117.27,1992-01-18,5-LOW
4856,230,O,80453.87,1992-02-13,3-MEDIUM
4857,882,F,27962.31,1998-10-25,2-HIGH
4858,433,O,20377.39,1997-07-02,4-NOT SPECIFIED
4859,157,P,28535.22,1998-06-08,2-HIGH
4860,128,P,27434.84,1997-06-04,4-NOT SPECIFIED
4861,604,P,94863.94,1995-02-16,4-NOT SPECIFIED
4862,144,O,98452.44,1992-07-08,1-URGENT
4863,589,O,42432.89,1998-10-18,4-NOT SPECIFIED
4864,500,F,29627.21,1995-10-25,4-NOT SPECIFIED
4865,679,F,76207.71,1992-11-18,1-URGENT
4866,226,P,9070.59,1994-12-07,4-NOT SPECIFIED
