l_orderkey,l_partkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_shipdate,l_returnflag
4184,396,1,35,6930.96,0.02,1996-01-19,A
4184,3,2,18,3030.75,0.05,1992-10-08,N
4184,193,3,15,7445.91,0.0,1992-08-04,N
4185,604,1,43,2564.4,0.08,1993-01-27,R
4185,358,2,1,6993.43,0.02,1992-02-17,A
4186,102,1,29,922.78,0.02,1994-04-19,R
4186,301,2,50,9966.15,0.0,1998-09-05,R
4186,416,3,44,5383.87,0.07,1993-10-11,A
4187,352,1,19,7813.56,0.03,1997-09-23,A
4187,311,2,41,5638.31,0.01,1992-12-08,A
4188,352,1,49,3022.65,0.03,1997-01-12,R
4189,112,1,44,7778.79,0.02,1997-02-11,R
4189,180,2,49,4041.81,0.03,1994-01-14,N
4190,696,1,12,942.3,0.06,1996-07-28,A
4190,756,2,11,1458.86,0.1,1998-10-16,A
4190,288,3,15,4167.29,0.05,1998-06-04,N
4191,147,1,39,9471.73,0.03,1995-10-03,R
4192,32,1,35,2569.97,0.03,1996-11-04,R
4193,691,1,1,4932.53,0.08,1992-07-17,R
4194,445,1,43,3088.4,0.05,1997-08-12,A
4194,408,2,12,4621.63,0.1,1992-03-22,A
4195,785,1,23,1990.86,0.06,1998-10-28,R
4195,269,2,13,3663.2,0.07,1998-08-19,R
4195,461,3,1,5889.35,0.07,1993-09-10,A
4195,382,4,43,2294.76,0.09,1995-08-13,R
4196,335,1,49,1071.37,0.04,1998-06-11,A
4196,322,2,2,4288.49,0.05,1997-09-01,A
4196,448,3,4,3641.39,0.1,1997-06-10,N
4196,698,4,3,1362.41,0.01,1994-08-26,A
4197,573,1,33,217.81,0.06,1995-07-04,R
4197,199,2,50,5745.16,0.06,1997-05-22,A
4198,104,1,29,3546.51,0.04,1997-05-05,N
4199,4,1,18,4008.4,0.06,1996-11-12,N
4200,431,1,35,9289.76,0.07,1998-06-02,A
4201,487,1,40,5086.79,0.02,1994-11-01,N
4201,468,2,8,5240.87,0.1,1994-01-11,R
4201,156,3,47,9313.01,0.01,1998-01-18,A
4201,89,4,7,9882.72,0.01,1994-01-04,N
4202,37,1,34,5895.1,0.1,1996-11-25,N
4202,82,2,47,361.71,0.09,1996-09-07,R
4203,409,1,30,2490.7,0.02,1996-08-12,R
4203,503,2,13,2728.31,0.04,1996-06-12,R
4203,282,3,3,4435.7,0.02,1996-07-19,A
4204,747,1,19,2386.92,0.06,1993-11-25,N
4204,183,2,22,8657.72,0.03,1998-11-16,N
4204,70,3,30,6722.89,0.1,1992-10-13,N
4205,763,1,9,364.89,0.05,1994-07-18,R
4206,756,1,7,4362.42,0.03,1995-07-03,N
4207,18,1,26,5003.29,0.03,1993-03-23,R
4207,238,2,7,1690.93,0.01,1997-06-02,A
4207,355,3,37,8544.64,0.08,1993-07-14,N
4208,733,1,11,9918.53,0.07,1995-08-27,A
4208,551,2,46,9218.77,0.08,1993-08-04,A
4209,131,1,44,4710.66,0.1,1993-06-13,N
4209,43,2,46,8073.97,0.08,1992-10-13,A
4210,642,1,31,6092.43,0.1,1994-05-07,N
4210,451,2,14,8673.01,0.09,1995-08-27,N
4210,55,3,49,8163.3,0.06,1997-03-10,R
4211,446,1,48,7952.28,0.0,1998-02-03,N
4212,531,1,3,1256.6,0.01,1998-01-15,R
4212,121,2,47,2772.96,0.07,1995-11-08,A
4213,702,1,12,1324.36,0.02,1996-10-15,A
4213,114,2,33,4224.57,0.0,1994-12-22,N
4213,241,3,46,4599.7,0.01,1993-07-23,R
4213,348,4,14,6788.78,0.07,1994-06-26,R
4214,519,1,28,9203.18,0.05,1995-08-22,N
4215,429,1,14,8756.12,0.07,1997-03-08,R
4216,672,1,28,8147.89,0.0,1993-03-14,R
4216,4,2,2,2990.92,0.09,1996-09-11,R
4217,604,1,28,6094.05,0.02,1997-12-09,N
4218,424,1,18,7388.46,0.06,1993-09-17,A
4218,493,2,29,1389.98,0.01,1993-07-13,N
4218,327,3,46,4926.44,0.06,1998-09-03,R
4218,502,4,26,8653.1,0.05,1992-04-02,R
4219,4,1,22,5030.82,0.06,1996-11-08,N
4220,545,1,14,7066.82,0.1,1997-01-16,A
4220,237,2,3,3271.95,0.07,1996-01-28,R
4220,242,3,22,4758.41,0.09,1994-08-15,N
4221,55,1,22,128.86,0.08,1998-10-15,R
4221,217,2,31,583.57,0.0,1993-11-12,N
4222,778,1,45,8546.21,0.01,1994-09-19,R
4222,243,2,19,379.81,0.05,1992-12-22,A
4222,347,3,9,4856.5,0.1,1994-11-16,N
4222,439,4,50,9111.48,0.01,1994-07-08,A
4222,772,5,16,6579.56,0.1,1993-02-03,R
4223,513,1,39,4344.64,0.05,1992-12-17,N
4224,18,1,42,2853.02,0.09,1995-06-14,R
4224,212,2,30,336.13,0.0,1997-11-08,A
4224,781,3,32,3411.29,0.09,1993-01-25,A
4225,194,1,44,6237.86,0.0,1998-04-19,A
4226,177,1,7,3534.56,0.07,1998-04-25,N
4227,516,1,35,5423.19,0.08,1994-01-08,A
4227,512,2,16,2875.28,0.02,1995-11-27,R
4228,10,1,15,2002.1,0.04,1995-08-17,R
4229,301,1,18,8891.09,0.07,1995-11-18,N
4230,350,1,13,2981.06,0.0,1993-10-16,A
4230,727,2,23,6177.07,0.1,1996-07-25,A
4231,497,1,18,2770.44,0.04,1996-11-12,N
4232,257,1,41,6593.05,0.06,1993-07-18,N
4233,694,1,13,5689.89,0.01,1998-06-26,N
4233,733,2,31,5830.64,0.02,1992-11-09,N
4233,508,3,18,3922.92,0.1,1997-07-17,R
4233,728,4,24,6269.57,0.05,1997-05-14,R
4233,471,5,35,5527.46,0.06,1995-09-23,N
4234,701,1,17,7772.63,0.07,1995-06-12,N
4234,745,2,34,8286.99,0.05,1998-06-07,R
4235,684,1,26,4859.04,0.06,1998-12-03,R
4236,561,1,5,4980.39,0.01,1995-10-13,N
4237,339,1,17,4778.78,0.09,1992-10-12,N
4238,564,1,44,8202.22,0.05,1995-12-15,R
4238,79,2,13,3509.88,0.09,1997-09-25,A
4239,626,1,11,9892.01,0.09,1993-03-07,A
4240,662,1,9,8534.09,0.02,1993-05-26,R
4240,137,2,49,6533.03,0.1,1993-08-08,R
4241,236,1,45,3266.32,0.09,1992-01-11,A
4241,592,2,44,1250.46,0.04,1996-09-07,N
4241,25,3,40,644.26,0.01,1993-11-12,R
4242,711,1,13,4143.46,0.1,1996-01-13,R
4242,501,2,42,4185.36,0.01,1998-04-17,N
4242,356,3,39,2951.15,0.07,1996-10-10,R
4242,26,4,19,5604.42,0.08,1996-07-13,A
4243,467,1,39,1358.94,0.05,1994-03-19,N
4244,436,1,4,3225.87,0.05,1998-01-03,R
4245,589,1,7,2845.24,0.0,1992-11-02,A
4245,186,2,24,638.96,0.1,1995-02-27,R
4246,197,1,46,2015.67,0.07,1997-10-09,N
4246,293,2,29,6873.87,0.03,1994-05-12,R
4246,747,3,30,8105.51,0.1,1994-07-06,A
4247,260,1,36,8093.31,0.02,1992-06-02,R
4248,71,1,38,6217.71,0.09,1993-01-28,A
4249,700,1,25,2328.29,0.02,1992-10-05,R
4250,678,1,12,4230.32,0.1,1995-08-23,N
4250,747,2,38,9647.74,0.0,1992-03-03,N
4251,12,1,1,3836.66,0.0,1997-08-09,N
4252,226,1,48,6130.1,0.01,1998-09-02,N
4253,689,1,47,7349.14,0.03,1996-05-08,A
4254,611,1,5,731.6,0.04,1994-10-10,A
4254,786,2,48,3738.61,0.01,1993-09-15,A
4254,80,3,7,9693.02,0.09,1995-02-28,N
4255,638,1,14,5141.32,0.04,1993-12-03,N
4255,113,2,21,9987.77,0.1,1993-09-09,N
4255,358,3,6,701.52,0.04,1995-11-19,R
4255,16,4,43,7459.86,0.07,1992-10-24,N
4255,137,5,49,8370.78,0.06,1996-03-26,A
4255,433,6,45,9365.62,0.03,1994-04-13,A
4256,796,1,23,4131.84,0.1,1996-05-03,A
4256,726,2,1,9117.66,0.07,1993-07-14,N
4257,388,1,5,3892.53,0.0,1995-11-17,N
4258,136,1,33,1910.18,0.1,1994-04-21,A
4258,333,2,40,3797.05,0.01,1998-03-23,N
4259,684,1,33,9322.16,0.03,1993-01-16,A
4260,665,1,44,9063.33,0.06,1993-02-11,A
4260,358,2,27,1415.06,0.03,1998-02-13,N
4261,426,1,22,3476.1,0.1,1992-05-07,N
4261,360,2,48,9504.94,0.05,1993-01-28,A
4262,456,1,16,9729.94,0.07,1996-09-08,R
4262,450,2,7,1241.9,0.02,1995-04-18,R
4263,252,1,30,7244.18,0.02,1996-03-21,R
4263,748,2,48,3445.94,0.01,1994-06-02,N
4264,289,1,30,1812.51,0.04,1994-09-17,A
4265,170,1,23,9258.35,0.07,1993-02-25,N
4265,763,2,48,286.89,0.09,1995-06-22,R
4266,75,1,43,1164.73,0.0,1992-11-09,R
4267,70,1,14,7222.55,0.1,1996-09-12,R
4267,129,2,25,4609.01,0.01,1997-11-10,N
4268,280,1,49,4896.9,0.03,1992-07-06,N
4268,800,2,34,2163.08,0.01,1996-11-23,R
4269,716,1,27,8370.54,0.08,1995-02-15,A
4269,279,2,30,9613.48,0.08,1994-07-07,A
4270,688,1,5,8963.18,0.07,1997-11-04,R
4270,267,2,2,2574.22,0.08,1994-03-09,A
4270,543,3,19,7053.04,0.0,1996-12-02,N
4271,240,1,41,5032.28,0.04,1993-05-01,R
4271,101,2,42,7313.75,0.02,1993-04-25,R
4272,490,1,37,5033.61,0.03,1992-02-07,R
4273,608,1,34,7572.58,0.09,1996-01-19,A
4273,555,2,22,2583.03,0.09,1997-01-09,R
4273,329,3,33,5690.32,0.09,1996-06-04,A
4273,271,4,24,6355.53,0.08,1992-02-09,R
4274,111,1,9,8328.93,0.07,1992-10-27,R
4274,599,2,28,8523.12,0.02,1998-09-21,R
4275,454,1,30,6728.88,0.01,1998-12-06,N
4275,393,2,13,4295.85,0.05,1996-04-22,A
4276,315,1,40,5777.89,0.07,1996-11-04,N
4276,774,2,4,4576.77,0.09,1992-03-13,N
4277,266,1,13,5013.66,0.03,1998-11-13,N
4277,131,2,32,3420.95,0.07,1992-03-24,N
4278,786,1,11,4145.88,0.09,1997-03-06,R
4279,216,1,22,9902.97,0.04,1996-09-11,A
4279,124,2,28,7975.79,0.01,1994-02-01,A
4280,679,1,28,5211.73,0.05,1994-02-19,A
4280,647,2,36,8280.52,0.05,1993-12-05,A
4281,292,1,40,2525.55,0.02,1995-09-27,A
4281,427,2,38,2361.05,0.0,1992-06-17,A
4281,147,3,47,2633.99,0.01,1995-04-09,N
4281,42,4,23,2555.95,0.01,1998-07-05,N
4282,460,1,3,8436.48,0.05,1995-01-26,N
4282,648,2,39,5003.26,0.0,1992-11-07,N
4283,361,1,37,2310.89,0.03,1993-07-18,R
4284,741,1,47,3664.57,0.0,1994-07-10,N
4284,37,2,48,9169.54,0.01,1992-12-17,N
4284,574,3,20,7011.74,0.05,1997-01-28,R
4284,132,4,13,2814.7,0.03,1998-03-23,R
4285,215,1,50,1865.39,0.07,1995-04-08,R
4286,694,1,9,560.95,0.09,1996-12-04,A
4286,615,2,20,8468.82,0.03,1995-03-27,A
4287,494,1,21,8065.8,0.09,1994-03-09,R
4287,28,2,41,8942.5,0.1,1995-04-19,N
4287,303,3,7,1308.41,0.06,1998-12-24,N
4288,180,1,13,9781.24,0.01,1993-12-27,N
4289,477,1,32,2399.91,0.01,1996-09-28,N
4289,629,2,12,6160.82,0.02,1998-05-24,R
4290,257,1,4,2007.05,0.06,1993-04-13,N
4291,77,1,43,2682.94,0.06,1995-05-13,R
4291,309,2,29,2112.58,0.06,1995-11-05,A
4292,576,1,7,3880.68,0.06,1993-03-03,R
4293,204,1,19,9534.97,0.08,1997-01-26,N
4293,706,2,3,1541.67,0.07,1993-03-20,A
4294,179,1,27,3620.01,0.02,1998-03-14,R
4294,156,2,30,8536.0,0.09,1995-11-13,N
4295,174,1,35,2436.29,0.06,1993-08-25,A
4296,712,1,15,9613.53,0.04,1992-02-06,A
4296,499,2,21,2900.06,0.07,1993-01-12,R
4297,571,1,3,4912.39,0.05,1993-04-18,R
4297,623,2,31,7790.33,0.07,1992-09-05,N
4297,368,3,13,672.19,0.05,1997-01-24,A
4298,529,1,35,1566.34,0.02,1996-02-13,A
4298,7,2,1,9944.58,0.0,1992-07-21,A
4299,595,1,11,2311.64,0.02,1996-11-21,N
4300,765,1,24,5938.49,0.0,1994-12-07,N
4300,733,2,19,3225.06,0.06,1992-08-06,R
4301,279,1,6,5114.16,0.03,1998-02-20,A
4301,390,2,15,1598.41,0.08,1997-09-24,A
4302,782,1,49,1297.93,0.04,1997-12-04,A
4302,359,2,18,5704.3,0.0,1996-09-10,N
4302,62,3,11,364.26,0.04,1992-05-13,A
4303,77,1,34,1254.79,0.01,1994-09-14,N
4304,94,1,6,7106.69,0.08,1997-06-22,A
4304,596,2,37,3814.22,0.0,1997-08-26,R
4305,452,1,3,9362.94,0.02,1994-12-28,A
4305,699,2,31,1920.25,0.0,1994-06-25,N
4306,162,1,24,9089.21,0.08,1995-08-11,R
4307,127,1,17,1228.96,0.04,1995-05-27,N
4307,211,2,32,3315.93,0.07,1992-11-09,A
4308,490,1,27,5839.92,0.06,1995-09-06,N
4308,704,2,45,6205.95,0.0,1993-06-21,R
4309,735,1,17,598.08,0.1,1993-02-04,A
4309,616,2,26,3624.18,0.08,1994-05-04,R
4309,790,3,32,6005.39,0.0,1995-02-14,N
4310,601,1,45,357.22,0.08,1992-05-14,N
4311,552,1,25,1739.35,0.01,1995-05-08,N
4311,275,2,31,7088.03,0.08,1995-09-06,A
4312,99,1,40,771.46,0.08,1997-02-10,A
4312,547,2,8,812.15,0.09,1993-02-10,A
4313,323,1,36,110.21,0.1,1998-09-25,N
4314,264,1,46,6391.51,0.07,1994-01-27,N
4315,87,1,46,7469.99,0.02,1993-05-21,R
4315,404,2,21,190.9,0.01,1994-09-02,A
4316,71,1,42,8009.22,0.08,1994-07-01,N
4316,416,2,46,4567.3,0.01,1995-09-17,N
4316,291,3,49,9375.31,0.02,1998-03-06,A
4316,702,4,23,9618.46,0.03,1996-09-16,A
4316,13,5,31,5652.59,0.07,1998-08-13,R
4317,694,1,48,3847.72,0.1,1996-12-10,A
4317,140,2,5,7290.28,0.06,1995-01-09,N
4318,779,1,43,4980.99,0.06,1997-09-22,A
4319,655,1,15,6423.7,0.02,1995-12-14,N
4319,771,2,5,9700.62,0.0,1994-05-23,R
4320,135,1,2,9121.1,0.05,1995-04-18,R
4320,152,2,48,2853.42,0.05,1998-03-24,A
4321,152,1,47,2032.94,0.0,1997-11-21,N
4321,216,2,13,4725.92,0.01,1997-12-15,R
4321,288,3,48,6859.18,0.05,1995-02-26,A
4321,345,4,44,4264.07,0.09,1992-07-04,A
4322,494,1,4,2277.93,0.09,1994-06-02,N
4322,662,2,25,2748.71,0.03,1992-12-05,R
4322,550,3,4,2649.34,0.05,1997-03-14,A
4323,705,1,12,4531.76,0.06,1993-02-11,N
4323,227,2,2,3915.47,0.06,1995-04-02,R
4324,533,1,33,5023.32,0.1,1995-05-10,N
4324,337,2,18,3030.58,0.02,1995-05-12,R
4324,65,3,19,4658.7,0.1,1992-06-02,A
4325,157,1,9,2449.89,0.06,1997-05-25,N
4326,376,1,36,6484.27,0.05,1995-02-10,A
4326,406,2,21,5473.73,0.07,1998-01-20,A
4327,56,1,35,5244.98,0.03,1992-09-15,A
4327,759,2,21,1784.58,0.0,1997-04-12,A
4328,206,1,39,3647.03,0.1,1996-03-17,R
4329,450,1,22,4500.26,0.06,1994-10-27,A
4330,136,1,15,7978.33,0.01,1996-07-01,A
4330,87,2,1,7887.5,0.05,1992-04-10,A
4331,695,1,20,8159.68,0.05,1994-11-16,A
4331,56,2,21,5498.85,0.07,1996-12-14,A
4332,366,1,1,1794.17,0.0,1996-06-11,N
4332,291,2,1,5207.82,0.05,1995-10-05,N
4332,153,3,32,6782.51,0.03,1994-11-08,R
4333,72,1,41,2017.58,0.07,1992-03-21,A
4333,436,2,46,173.7,0.06,1993-11-16,A
4333,467,3,25,5721.7,0.09,1998-06-08,N
4334,393,1,12,7584.48,0.04,1996-05-05,N
4335,788,1,5,9126.15,0.09,1992-05-09,A
4336,598,1,49,2239.44,0.01,1994-04-18,A
4337,648,1,8,1091.6,0.02,1995-10-18,A
4337,594,2,37,3214.34,0.02,1995-08-15,R
4338,502,1,17,1403.22,0.07,1997-01-17,R
4338,608,2,35,1396.53,0.02,1992-12-08,N
4338,457,3,49,2440.8,0.07,1996-09-22,A
4338,46,4,38,175.44,0.08,1995-08-23,R
4339,437,1,33,4213.51,0.07,1996-11-03,N
4340,427,1,48,9909.38,0.05,1995-11-27,N
4340,116,2,23,6326.5,0.02,1994-01-26,A
4340,578,3,25,7701.23,0.03,1998-02-26,A
4340,205,4,40,276.1,0.1,1993-01-04,N
4341,764,1,35,9510.8,0.05,1996-12-24,N
4342,184,1,15,8859.5,0.07,1992-02-20,A
4342,270,2,36,1010.65,0.01,1996-04-19,N
4342,132,3,18,9352.43,0.01,1994-01-13,N
4342,685,4,13,1710.05,0.07,1996-05-25,A
4343,446,1,36,6943.83,0.06,1998-10-27,R
4343,274,2,26,9342.69,0.03,1997-10-05,R
4344,620,1,40,5706.04,0.07,1993-08-27,N
4345,397,1,42,313.98,0.04,1994-12-18,N
4345,477,2,26,9639.88,0.04,1994-03-07,A
4345,641,3,48,394.82,0.06,1992-05-08,A
4346,372,1,9,8922.74,0.03,1992-06-07,A
4346,629,2,15,842.16,0.02,1993-04-21,R
4347,130,1,15,1546.96,0.04,1998-11-05,R
4347,535,2,21,6311.52,0.07,1993-05-10,R
4348,502,1,3,7817.5,0.1,1996-05-28,R
4349,724,1,1,4349.02,0.01,1997-06-20,R
4349,116,2,4,9446.13,0.09,1997-05-12,N
4350,413,1,37,7335.29,0.05,1996-10-10,A
4350,706,2,21,1126.11,0.1,1994-06-07,A
4350,798,3,43,9759.27,0.01,1995-10-02,R
4351,131,1,13,7767.24,0.0,1992-01-08,N
4352,289,1,21,5159.58,0.09,1994-09-21,R
4352,105,2,26,9287.7,0.03,1993-04-11,N
4353,215,1,49,1052.47,0.01,1994-12-03,A
4354,649,1,23,561.22,0.06,1998-12-08,A
4354,114,2,30,7733.76,0.01,1996-09-09,A
4355,88,1,40,1127.95,0.03,1995-04-15,R
4355,552,2,43,2389.06,0.06,1996-09-13,N
4355,10,3,14,8952.25,0.03,1997-12-07,R
4355,303,4,28,7866.96,0.07,1995-08-20,A
4355,622,5,49,8836.56,0.04,1993-12-18,N
4356,73,1,11,4003.44,0.1,1994-08-27,N
4357,122,1,49,1312.64,0.0,1995-01-09,R
4357,149,2,19,1014.29,0.02,1996-04-25,A
4357,75,3,17,4552.85,0.09,1996-05-07,R
4357,257,4,6,5034.54,0.05,1996-03-12,A
4358,414,1,50,5421.42,0.08,1998-12-27,N
4358,130,2,16,6303.62,0.09,1992-11-03,A
4359,233,1,45,5900.28,0.03,1996-09-20,A
4359,751,2,31,9514.16,0.03,1997-07-02,A
4360,426,1,21,1391.34,0.08,1994-04-17,A
4360,551,2,34,294.09,0.08,1993-03-05,N
4361,250,1,8,2007.48,0.02,1998-03-06,A
4361,397,2,21,268.28,0.08,1995-11-13,R
4362,770,1,17,9715.01,0.1,1994-05-25,R
4362,338,2,20,9776.14,0.05,1997-07-03,N
4362,387,3,7,2721.26,0.07,1996-01-03,A
4363,377,1,40,6106.9,0.1,1998-07-20,R
4364,446,1,3,9967.97,0.01,1998-07-19,A
4365,419,1,1,5497.84,0.04,1996-10-10,N
4365,1,2,44,5761.59,0.03,1996-08-02,N
4366,119,1,41,2387.53,0.06,1993-08-18,R
4367,268,1,16,4032.82,0.02,1998-02-04,N
4367,421,2,20,4502.8,0.03,1996-04-04,R
4368,625,1,22,9725.02,0.04,1992-09-26,R
4368,492,2,6,131.6,0.02,1994-12-24,N
4369,336,1,30,7710.35,0.02,1997-09-02,A
4369,308,2,18,1124.98,0.09,1997-03-19,N
4370,197,1,13,3466.21,0.03,1993-10-01,N
4370,783,2,43,3349.23,0.01,1992-04-20,N
4370,697,3,2,3233.22,0.04,1994-05-18,R
4371,139,1,5,497.94,0.03,1992-07-05,R
4372,708,1,8,9092.22,0.04,1994-07-17,A
4373,157,1,46,8998.03,0.02,1994-12-03,N
4373,407,2,4,8253.88,0.06,1996-04-20,A
4374,491,1,46,2322.54,0.06,1996-02-15,N
4375,136,1,15,190.56,0.05,1998-10-13,A
4376,570,1,39,3183.44,0.09,1993-09-15,R
4377,589,1,42,2754.47,0.08,1995-07-12,N
4377,342,2,26,6923.68,0.05,1997-03-22,R
4378,90,1,8,7224.74,0.04,1996-09-27,A
4378,555,2,36,4656.85,0.03,1993-02-27,A
4379,491,1,21,7075.02,0.09,1993-04-18,A
4380,740,1,8,2308.49,0.04,1993-09-15,R
4380,214,2,5,8416.87,0.09,1994-01-14,R
4380,508,3,39,1096.0,0.03,1998-06-22,N
4381,417,1,3,7873.24,0.1,1994-01-07,R
4381,79,2,2,4336.8,0.07,1998-06-19,R
4381,558,3,48,630.06,0.03,1993-06-23,N
4382,749,1,21,9551.84,0.04,1996-04-22,R
4382,457,2,34,2178.44,0.04,1993-11-07,A
4383,685,1,40,8382.51,0.1,1995-02-07,R
4383,517,2,22,6786.54,0.01,1998-04-06,R
4383,46,3,44,9348.28,0.02,1993-07-26,R
4383,195,4,14,9481.33,0.05,1998-07-27,N
4384,428,1,47,8805.48,0.07,1995-11-11,N
4384,387,2,18,9454.91,0.04,1995-01-04,N
4385,351,1,39,8818.42,0.05,1997-07-01,N
4385,107,2,50,2658.54,0.09,1995-06-27,N
4385,589,3,26,5389.39,0.03,1992-02-26,A
4385,196,4,9,7933.3,0.09,1997-07-22,R
4386,167,1,46,3581.28,0.06,1995-01-01,A
4387,287,1,3,1227.1,0.1,1996-05-25,N
4388,83,1,11,443.11,0.03,1997-04-18,N
4388,35,2,2,5311.74,0.06,1994-12-15,A
4388,706,3,9,8813.88,0.02,1997-10-08,N
4388,356,4,13,9057.26,0.06,1997-10-06,N
4389,165,1,27,455.72,0.0,1997-08-09,R
4389,35,2,23,8472.17,0.0,1992-04-11,R
4389,557,3,18,5343.97,0.09,1997-02-09,A
4390,22,1,46,4035.8,0.06,1992-01-26,A
4390,272,2,48,5680.63,0.07,1996-04-15,R
4391,444,1,36,9446.91,0.07,1996-09-07,A
4391,635,2,10,1997.86,0.02,1995-09-02,N
4392,739,1,46,6330.08,0.1,1992-09-09,N
4393,30,1,24,4739.96,0.09,1997-05-19,A
4393,456,2,4,6847.02,0.1,1997-08-19,A
4394,319,1,12,3993.32,0.09,1992-09-23,A
4394,9,2,22,7565.3,0.01,1996-08-12,R
4395,205,1,36,4035.33,0.01,1998-11-16,N
4396,439,1,36,6553.93,0.01,1998-10-19,R
4396,193,2,40,4754.41,0.03,1997-03-18,N
4397,653,1,46,6201.47,0.06,1992-06-15,A
4397,534,2,40,4488.08,0.04,1996-05-13,R
4397,797,3,47,9742.88,0.1,1997-06-14,A
4398,503,1,34,3122.24,0.05,1998-04-24,A
4399,241,1,12,194.06,0.03,1996-11-10,N
4399,328,2,32,8499.73,0.08,1998-04-20,A
4399,550,3,31,3031.9,0.02,1992-10-27,R
4400,65,1,31,7995.79,0.04,1997-08-09,A
4401,115,1,14,4325.96,0.05,1998-02-24,N
4402,626,1,12,1334.97,0.0,1993-01-01,N
4402,580,2,17,758.25,0.06,1997-11-04,R
4402,429,3,21,6873.65,0.01,1995-06-02,N
4402,320,4,20,8589.4,0.09,1995-03-05,A
4403,635,1,25,6118.75,0.07,1996-01-04,A
4403,499,2,30,8991.54,0.0,1995-02-01,N
4404,302,1,42,2435.6,0.01,1997-02-22,A
4405,166,1,26,7511.5,0.1,1996-05-07,N
4406,479,1,47,7036.42,0.08,1994-12-23,R
4406,440,2,41,3390.17,0.04,1993-04-17,A
4407,253,1,30,3306.81,0.05,1993-02-21,R
4407,77,2,27,1617.11,0.1,1997-08-25,R
4408,282,1,9,7201.68,0.09,1998-06-14,N
4408,712,2,25,2913.5,0.05,1997-09-18,N
4408,408,3,50,397.37,0.08,1995-10-16,A
4409,524,1,38,6943.22,0.02,1997-08-15,N
4410,197,1,41,2514.36,0.0,1998-06-03,N
4411,409,1,11,2241.31,0.02,1992-06-08,R
4411,412,2,32,330.95,0.04,1992-10-23,A
4412,262,1,34,5278.85,0.03,1997-07-19,A
4412,607,2,1,7240.74,0.0,1996-07-07,N
4413,289,1,10,1702.64,0.03,1992-04-01,R
4413,606,2,44,5020.54,0.06,1997-11-13,N
4414,548,1,23,2946.6,0.05,1995-02-03,N
4414,302,2,21,7047.88,0.06,1996-09-13,N
4415,512,1,37,1991.62,0.06,1992-12-01,N
4416,270,1,14,9982.31,0.07,1997-05-01,A
4416,109,2,37,3134.13,0.03,1992-12-26,A
4416,790,3,33,7435.43,0.01,1995-02-02,A
4417,289,1,21,5584.17,0.03,1996-08-10,A
4417,250,2,48,1636.97,0.1,1992-04-24,R
4417,332,3,34,699.33,0.09,1998-01-09,R
4418,465,1,3,7985.16,0.03,1997-03-20,R
4418,717,2,26,9856.61,0.08,1992-02-20,R
4418,659,3,17,2160.86,0.01,1997-05-22,A
4419,117,1,17,6326.03,0.06,1993-10-18,N
4419,593,2,35,6230.2,0.09,1995-05-10,R
4420,306,1,11,7823.4,0.0,1994-11-20,R
4421,717,1,32,8022.16,0.05,1994-05-19,A
4421,610,2,23,3710.14,0.05,1994-03-28,R
4421,361,3,17,1297.33,0.0,1998-06-25,N
4421,441,4,43,3619.16,0.01,1998-01-18,R
4422,560,1,29,1972.37,0.01,1995-01-17,A
4423,431,1,16,7337.22,0.02,1993-02-01,N
4423,53,2,2,5689.44,0.02,1992-10-17,N
4423,213,3,41,5443.19,0.04,1995-03-05,N
4424,171,1,34,3401.64,0.01,1995-04-01,N
4424,88,2,2,196.36,0.04,1993-07-10,N
4425,279,1,9,781.86,0.04,1994-07-11,R
4426,309,1,41,5856.54,0.07,1994-04-13,A
4426,714,2,44,5643.57,0.02,1995-09-27,N
4427,125,1,37,6347.19,0.0,1998-02-26,N
4427,269,2,6,3592.83,0.06,1994-04-07,N
4427,699,3,10,4246.03,0.05,1992-03-17,A
4428,541,1,46,370.68,0.04,1998-05-18,R
4428,46,2,43,3273.4,0.04,1997-08-13,N
4429,387,1,41,1836.28,0.06,1996-07-23,A
4430,680,1,48,9441.19,0.05,1996-12-01,A
4431,670,1,27,2245.51,0.01,1998-10-16,R
4431,13,2,21,3398.94,0.08,1994-03-10,A
4432,460,1,14,6137.31,0.02,1994-03-23,A
4432,417,2,17,865.26,0.05,1996-07-28,R
4433,516,1,18,3896.14,0.01,1994-08-05,R
4434,702,1,36,6762.68,0.0,1994-07-12,A
4435,570,1,26,2442.2,0.06,1998-07-09,A
4436,599,1,23,6938.72,0.02,1997-06-11,N
4436,718,2,27,775.79,0.06,1997-05-25,R
4436,111,3,11,6883.55,0.09,1995-10-03,N
4437,750,1,24,8336.97,0.03,1996-05-26,R
4437,64,2,29,8438.13,0.07,1998-09-01,R
4438,534,1,4,3218.53,0.08,1992-12-27,N
4439,53,1,35,2450.2,0.07,1992-10-27,R
4439,320,2,15,6593.43,0.05,1995-06-02,A
4440,676,1,13,8523.72,0.02,1992-06-07,N
4441,601,1,36,5243.88,0.07,1995-05-20,R
4441,766,2,14,2781.54,0.03,1995-03-03,R
4441,294,3,38,854.51,0.07,1997-04-28,N
4442,554,1,43,4541.2,0.06,1993-10-03,R
4442,253,2,36,3533.3,0.05,1998-04-17,R
4442,770,3,39,6163.82,0.06,1995-01-18,R
4443,420,1,37,1023.34,0.0,1992-02-26,R
4444,772,1,5,5666.77,0.06,1994-06-09,A
4444,622,2,11,5032.97,0.07,1994-07-05,A
